booking_date,travel_date,destination,price,customer_id,booking_source
2023-03-13,2023-04-13,Paris,2643.1554942002435,72,Website
2023-03-14,2023-04-14,London,1455.1937157794578,73,Travel Agency
2023-03-15,2023-04-15,Tokyo,560.2755196749347,74,Travel Agency
2023-03-16,2023-04-16,Paris,514.8541509054553,75,Mobile App
2023-03-17,2023-04-17,New York,1597.4326515031973,76,Travel Agency
2023-03-18,2023-04-18,Tokyo,2361.781666221279,77,Mobile App
2023-03-19,2023-04-19,New York,2268.6188442205057,78,Website
2023-03-20,2023-04-20,New York,893.6932637241747,79,Website
2023-03-21,2023-04-21,Paris,543.9199053645656,80,Website
2023-03-22,2023-04-22,London,1911.370824932359,81,Mobile App
2023-03-23,2023-04-23,Paris,2931.50365384765,82,Website
2023-03-24,2023-04-24,New York,1800.1990755714571,83,Travel Agency
2023-03-25,2023-04-25,Tokyo,2711.2515699068117,84,Website
2023-03-26,2023-04-26,Sydney,560.0554527731115,85,Website
2023-03-27,2023-04-27,London,1764.8725886548946,86,Mobile App
2023-03-28,2023-04-28,London,809.2514704166288,87,Mobile App
2023-03-29,2023-04-29,Paris,2230.5405484895136,88,Website
2023-03-30,2023-04-30,Paris,1330.1170293730415,89,Mobile App
2023-03-31,2023-05-01,New York,1556.1281878090892,90,Mobile App
2023-04-01,2023-05-02,Tokyo,2896.288199736393,91,Website
2023-04-02,2023-05-03,New York,1636.8160511805195,92,Travel Agency
2023-04-03,2023-05-04,New York,2626.069666675557,93,Mobile App
2023-04-04,2023-05-05,Paris,1641.1170030093228,94,Website
2023-04-05,2023-05-06,London,1151.3077057734226,95,Mobile App
2023-04-06,2023-05-07,New York,683.4212607242291,96,Mobile App
2023-04-07,2023-05-08,Paris,2377.6449491752855,97,Travel Agency
2023-04-08,2023-05-09,London,2280.823412447903,98,Travel Agency
2023-04-09,2023-05-10,New York,1934.8535713422011,99,Mobile App
2023-04-10,2023-05-11,Tokyo,2262.1054475792016,100,Website
2023-04-11,2023-05-12,Tokyo,1184.7201770200447,101,Website
2023-04-12,2023-05-13,New York,1081.9722089836496,102,Mobile App
2023-04-13,2023-05-14,London,2727.1038205159075,103,Travel Agency
2023-04-14,2023-05-15,Tokyo,2276.15342650679,104,Website
2023-04-15,2023-05-16,London,2996.636757984314,105,Website
2023-04-16,2023-05-17,Paris,1031.222213568373,106,Mobile App
2023-04-17,2023-05-18,London,2352.585879270349,107,Mobile App
2023-04-18,2023-05-19,London,1126.7196851190065,108,Mobile App
2023-04-19,2023-05-20,New York,1378.9753927989468,109,Mobile App
2023-04-20,2023-05-21,Sydney,2883.321417690911,110,Mobile App
2023-04-21,2023-05-22,London,2842.22801088365,111,Website
2023-04-22,2023-05-23,New York,1998.6224671079685,112,Travel Agency
2023-04-23,2023-05-24,Tokyo,1500.6985376162452,113,Website
2023-04-24,2023-05-25,New York,2401.5259254800176,114,Mobile App
2023-04-25,2023-05-26,New York,1457.9718855404046,115,Website
2023-04-26,2023-05-27,Tokyo,515.4645810256199,116,Mobile App
2023-04-27,2023-05-28,Paris,2317.6431078903843,117,Mobile App
2023-04-28,2023-05-29,Tokyo,2075.848463844445,118,Website
2023-04-29,2023-05-30,London,688.2015898837363,119,Mobile App
2023-04-30,2023-05-31,New York,751.5402014432916,120,Travel Agency
2023-05-01,2023-06-01,London,1126.621167826325,121,Mobile App
2023-05-02,2023-06-02,Sydney,1181.9718291466556,122,Travel Agency
2023-05-03,2023-06-03,Sydney,2520.177481296062,123,Travel Agency
2023-05-04,2023-06-04,Tokyo,2787.6043026336138,124,Mobile App
2023-05-05,2023-06-05,London,1225.1927772106542,125,Website
2023-05-06,2023-06-06,Sydney,2184.3774955668123,126,Travel Agency
2023-05-07,2023-06-07,Tokyo,1688.4038283505718,127,Travel Agency
2023-05-08,2023-06-08,Sydney,2497.874330318675,128,Mobile App
2023-05-09,2023-06-09,New York,1865.2965863980776,129,Mobile App
2023-05-10,2023-06-10,New York,2163.964629847252,130,Website
2023-05-11,2023-06-11,Sydney,1182.841737524979,131,Mobile App
2023-05-12,2023-06-12,New York,692.0928331386143,132,Mobile App
2023-05-13,2023-06-13,New York,1444.3168976623028,133,Travel Agency
2023-05-14,2023-06-14,Sydney,1512.838129053298,134,Mobile App
2023-05-15,2023-06-15,Paris,1983.395259212383,135,Travel Agency
2023-05-16,2023-06-16,Tokyo,1973.3417315783508,136,Travel Agency
2023-05-17,2023-06-17,Tokyo,2117.6656958358926,137,Travel Agency
2023-05-18,2023-06-18,Tokyo,969.4868242812037,138,Mobile App
2023-05-19,2023-06-19,London,2341.4002296216113,139,Website
2023-05-20,2023-06-20,Tokyo,744.7526029224026,140,Mobile App
2023-05-21,2023-06-21,New York,2130.9564661460417,141,Mobile App
2023-05-22,2023-06-22,Sydney,1169.1829080727207,142,Travel Agency
2023-05-23,2023-06-23,Tokyo,1868.69137082455,143,Mobile App
2023-05-24,2023-06-24,Sydney,1561.326536066171,144,Mobile App
2023-05-25,2023-06-25,Tokyo,594.7287463665044,145,Website
2023-05-26,2023-06-26,Tokyo,1136.4098597605293,146,Travel Agency
2023-05-27,2023-06-27,Paris,2933.328030791999,147,Mobile App
2023-05-28,2023-06-28,New York,712.7400897731862,148,Mobile App
2023-05-29,2023-06-29,London,2272.3777770568477,149,Mobile App
2023-05-30,2023-06-30,London,2938.991553043285,150,Mobile App
2023-05-31,2023-07-01,Paris,1390.8702645703897,151,Mobile App
2023-06-01,2023-07-02,Tokyo,2949.062720093315,152,Mobile App
2023-06-02,2023-07-03,New York,2186.408385110665,153,Travel Agency
2023-06-03,2023-07-04,Tokyo,2938.855631378165,154,Travel Agency
2023-06-04,2023-07-05,New York,1693.3445527383974,155,Website
2023-06-05,2023-07-06,New York,2650.0594589286616,156,Travel Agency
2023-06-06,2023-07-07,Sydney,2700.698911617682,157,Travel Agency
2023-06-07,2023-07-08,New York,2469.0500540780267,158,Website
2023-06-08,2023-07-09,London,2478.3966079314628,159,Website
2023-06-09,2023-07-10,London,2087.807185195328,160,Website
2023-06-10,2023-07-11,Sydney,683.575750730447,161,Travel Agency
2023-06-11,2023-07-12,Sydney,957.2147585510381,162,Website
2023-06-12,2023-07-13,Tokyo,1149.5197601660475,163,Website
2023-06-13,2023-07-14,London,2554.7970583078595,164,Mobile App
2023-06-14,2023-07-15,Sydney,2822.833795209915,165,Travel Agency
2023-06-15,2023-07-16,New York,1229.0476824350399,166,Travel Agency
2023-06-16,2023-07-17,Tokyo,1073.8330750593655,167,Travel Agency
2023-06-17,2023-07-18,New York,1749.2458377245798,168,Travel Agency
2023-06-18,2023-07-19,Tokyo,2564.203826372327,169,Website
2023-06-19,2023-07-20,Sydney,2555.245559808123,170,Website
2023-06-20,2023-07-21,London,994.1143825267964,171,Mobile App
2023-06-21,2023-07-22,Paris,1586.7339716832216,172,Travel Agency
2023-06-22,2023-07-23,Tokyo,1934.8411123579936,173,Travel Agency
2023-06-23,2023-07-24,London,2345.86491941678,174,Mobile App
2023-06-24,2023-07-25,Sydney,1966.2994307252573,175,Mobile App
2023-06-25,2023-07-26,Paris,1591.9839521325337,176,Mobile App
2023-06-26,2023-07-27,Tokyo,2642.4650197779156,177,Travel Agency
2023-06-27,2023-07-28,London,2325.7357500503176,178,Travel Agency
2023-06-28,2023-07-29,Paris,2398.954396741967,179,Travel Agency
2023-06-29,2023-07-30,New York,1625.9104669033102,180,Travel Agency
2023-06-30,2023-07-31,New York,2265.852113591752,181,Mobile App
2023-07-01,2023-08-01,Tokyo,1371.1761422381,182,Website
2023-07-02,2023-08-02,New York,1459.2253268508248,183,Website
2023-07-03,2023-08-03,Tokyo,1729.1606239478747,184,Mobile App
2023-07-04,2023-08-04,Tokyo,1014.3082614945415,185,Mobile App
2023-07-05,2023-08-05,New York,608.7983548770912,186,Mobile App
2023-07-06,2023-08-06,Tokyo,1402.831418364894,187,Mobile App
2023-07-07,2023-08-07,New York,2048.897609347822,188,Website
2023-07-08,2023-08-08,London,1735.0808817627585,189,Mobile App
2023-07-09,2023-08-09,London,2123.8589913787064,190,Mobile App
2023-07-10,2023-08-10,Sydney,2187.6074779520322,191,Website
2023-07-11,2023-08-11,Sydney,2977.8209900150855,192,Mobile App
2023-07-12,2023-08-12,Tokyo,2809.536930912675,193,Website
2023-07-13,2023-08-13,Tokyo,1521.5694956115792,194,Travel Agency
2023-07-14,2023-08-14,London,2009.9310049781518,195,Travel Agency
2023-07-15,2023-08-15,New York,2038.7927584307095,196,Mobile App
2023-07-16,2023-08-16,Sydney,796.5308739813274,197,Travel Agency
2023-07-17,2023-08-17,Sydney,1472.432105495364,198,Travel Agency
2023-07-18,2023-08-18,New York,658.6781855438912,199,Mobile App
2023-07-19,2023-08-19,Paris,1677.9346407549745,200,Website
2023-07-20,2023-08-20,Paris,1656.694116655828,201,Mobile App
2023-07-21,2023-08-21,New York,2731.8617244010807,202,Mobile App
2023-07-22,2023-08-22,New York,2024.8420554679603,203,Mobile App
2023-07-23,2023-08-23,London,1908.4012666633369,204,Website
2023-07-24,2023-08-24,Sydney,2409.494133210984,205,Mobile App
2023-07-25,2023-08-25,Paris,1470.3083667963438,206,Mobile App
2023-07-26,2023-08-26,Sydney,2010.7579093983256,207,Website
2023-07-27,2023-08-27,New York,569.9925184973619,208,Website
2023-07-28,2023-08-28,New York,1866.0110620224173,209,Website
2023-07-29,2023-08-29,Paris,2784.6293175539486,210,Travel Agency
2023-07-30,2023-08-30,Tokyo,2285.489558460318,211,Website
2023-07-31,2023-08-31,Paris,2975.84570849405,212,Mobile App
2023-08-01,2023-09-01,Sydney,2769.7161621,213,Website
2023-08-02,2023-09-02,London,1637.7224512995729,214,Travel Agency
2023-08-03,2023-09-03,Sydney,894.0564456610693,215,Website
2023-08-04,2023-09-04,London,1236.3919233347492,216,Website
2023-08-05,2023-09-05,Paris,862.025911392384,217,Mobile App
2023-08-06,2023-09-06,Sydney,1031.5867213195183,218,Mobile App
2023-08-07,2023-09-07,Sydney,761.0090761179076,219,Website
2023-08-08,2023-09-08,Sydney,1538.7329195846596,220,Travel Agency
2023-08-09,2023-09-09,Tokyo,587.3474157834545,221,Travel Agency
2023-08-10,2023-09-10,New York,625.0493199933767,222,Website
2023-08-11,2023-09-11,London,1653.9476686741436,223,Travel Agency
2023-08-12,2023-09-12,Tokyo,2957.2785333312645,224,Travel Agency
2023-08-13,2023-09-13,Paris,2387.247964695272,225,Mobile App
2023-08-14,2023-09-14,Paris,1957.4942023051324,226,Travel Agency
2023-08-15,2023-09-15,New York,1409.497720458728,227,Website
2023-08-16,2023-09-16,Sydney,2844.7448946377867,228,Website
2023-08-17,2023-09-17,Tokyo,2315.4933042957255,229,Travel Agency
2023-08-18,2023-09-18,London,2191.8849666320402,230,Website
2023-08-19,2023-09-19,Tokyo,2542.6174897259198,231,Website
2023-08-20,2023-09-20,Paris,514.2847982273416,232,Website
2023-08-21,2023-09-21,London,2641.068917485129,233,Mobile App
2023-08-22,2023-09-22,Tokyo,1317.8626444404017,234,Mobile App
2023-08-23,2023-09-23,Sydney,2834.208900083359,235,Website
2023-08-24,2023-09-24,Tokyo,2161.889963452977,236,Website
2023-08-25,2023-09-25,New York,2904.1010972420777,237,Mobile App
2023-08-26,2023-09-26,Tokyo,2047.7427414993017,238,Mobile App
2023-08-27,2023-09-27,New York,585.3864333306686,239,Website
2023-08-28,2023-09-28,New York,1924.3111166716978,240,Travel Agency
2023-08-29,2023-09-29,London,1114.4526835584852,241,Mobile App
2023-08-30,2023-09-30,Tokyo,2616.3094607317325,242,Website
2023-08-31,2023-10-01,London,578.7754566772605,243,Mobile App
2023-09-01,2023-10-02,London,1730.3093754974623,244,Travel Agency
2023-09-02,2023-10-03,Sydney,2433.28432137419,245,Website
2023-09-03,2023-10-04,Paris,2439.510914691533,246,Mobile App
2023-09-04,2023-10-05,Sydney,1408.2105150149916,247,Mobile App
2023-09-05,2023-10-06,London,807.4391729386539,248,Mobile App
2023-09-06,2023-10-07,Paris,2287.1145677799063,249,Mobile App
2023-09-07,2023-10-08,Tokyo,2745.5873485430407,250,Mobile App
2023-09-08,2023-10-09,Paris,1292.8764245333928,251,Travel Agency
2023-09-09,2023-10-10,Sydney,2788.2762079287936,252,Mobile App
2023-09-10,2023-10-11,Paris,1883.2891227708174,253,Website
2023-09-11,2023-10-12,Paris,2756.883647361673,254,Mobile App
2023-09-12,2023-10-13,New York,2804.0606830541833,255,Travel Agency
2023-09-13,2023-10-14,Paris,2995.568285093594,256,Website
2023-09-14,2023-10-15,Tokyo,2339.4239133789947,257,Travel Agency
2023-09-15,2023-10-16,Paris,2639.2894971879987,258,Travel Agency
2023-09-16,2023-10-17,Paris,875.438617970837,259,Website
2023-09-17,2023-10-18,Paris,2511.290991952681,260,Mobile App
2023-09-18,2023-10-19,London,2571.0981966858903,261,Travel Agency
2023-09-19,2023-10-20,Paris,1681.0497739786265,262,Mobile App
2023-09-20,2023-10-21,Tokyo,2116.59295532018,263,Mobile App
2023-09-21,2023-10-22,London,678.83851852829,264,Travel Agency
2023-09-22,2023-10-23,London,1236.958946851421,265,Mobile App
2023-09-23,2023-10-24,Tokyo,2511.544344829405,266,Mobile App
2023-09-24,2023-10-25,Sydney,1488.7678896675272,267,Travel Agency
2023-09-25,2023-10-26,New York,1724.6815384328509,268,Mobile App
2023-09-26,2023-10-27,New York,2191.2489252682262,269,Mobile App
2023-09-27,2023-10-28,London,2879.3520022575035,270,Mobile App
2023-09-28,2023-10-29,Paris,2897.03023663175,271,Website
2023-09-29,2023-10-30,Sydney,1548.0822027566996,272,Mobile App
2023-09-30,2023-10-31,New York,1060.9489489453404,273,Website
2023-10-01,2023-11-01,London,575.2942356533918,274,Website
2023-10-02,2023-11-02,New York,1775.596657100498,275,Website
2023-10-03,2023-11-03,Tokyo,2021.2845486812903,276,Mobile App
2023-10-04,2023-11-04,New York,2934.4060461387444,277,Mobile App
2023-10-05,2023-11-05,Tokyo,1177.9381205035288,278,Travel Agency
2023-10-06,2023-11-06,Tokyo,1604.370986590763,279,Travel Agency
2023-10-07,2023-11-07,Paris,2819.9521657357745,280,Mobile App
2023-10-08,2023-11-08,New York,631.7482535974418,281,Mobile App
2023-10-09,2023-11-09,London,583.2339843632382,282,Travel Agency
2023-10-10,2023-11-10,Tokyo,1915.7466708633378,283,Website
2023-10-11,2023-11-11,Tokyo,2201.592718662295,284,Website
2023-10-12,2023-11-12,Paris,1074.1814805982472,285,Website
2023-10-13,2023-11-13,New York,2826.489916843359,286,Mobile App
2023-10-14,2023-11-14,New York,1900.8151578458617,287,Travel Agency
2023-10-15,2023-11-15,Tokyo,2191.584100500948,288,Mobile App
2023-10-16,2023-11-16,London,2761.739289084475,289,Travel Agency
2023-10-17,2023-11-17,Tokyo,2930.314505065042,290,Mobile App
2023-10-18,2023-11-18,Paris,1634.027573832791,291,Mobile App
2023-10-19,2023-11-19,London,2685.0048704254264,292,Mobile App
2023-10-20,2023-11-20,Paris,1475.7189112749718,293,Travel Agency
2023-10-21,2023-11-21,Paris,2647.677291984799,294,Travel Agency
2023-10-22,2023-11-22,London,707.7636636124212,295,Mobile App
2023-10-23,2023-11-23,Paris,2257.254430855156,296,Website
2023-10-24,2023-11-24,Sydney,1206.9960339321633,297,Mobile App
2023-10-25,2023-11-25,Tokyo,1254.9461552906828,298,Website
2023-10-26,2023-11-26,Paris,1953.3394548813603,299,Travel Agency
2023-10-27,2023-11-27,Tokyo,694.783905311657,300,Website
2023-10-28,2023-11-28,Tokyo,1853.5700670778497,301,Website
2023-10-29,2023-11-29,Sydney,1348.4187000199445,302,Mobile App
2023-10-30,2023-11-30,New York,2477.0771698578446,303,Travel Agency
2023-10-31,2023-12-01,London,2638.5613769654774,304,Mobile App
2023-11-01,2023-12-02,London,1696.1486007010865,305,Website
2023-11-02,2023-12-03,Tokyo,676.4587461049449,306,Mobile App
2023-11-03,2023-12-04,Paris,705.711696595309,307,Mobile App
2023-11-04,2023-12-05,Tokyo,2781.718749698114,308,Travel Agency
2023-11-05,2023-12-06,London,758.6673646265267,309,Website
2023-11-06,2023-12-07,Sydney,543.3913157412288,310,Website
2023-11-07,2023-12-08,Sydney,1021.7821926719399,311,Mobile App
2023-11-08,2023-12-09,Paris,985.8589825677534,312,Travel Agency
2023-11-09,2023-12-10,Sydney,1619.707761941177,313,Travel Agency
2023-11-10,2023-12-11,New York,1868.5010141298703,314,Mobile App
2023-11-11,2023-12-12,Tokyo,2995.704974974183,315,Website
2023-11-12,2023-12-13,Tokyo,2369.8214277044294,316,Website
2023-11-13,2023-12-14,New York,2855.2782085904223,317,Travel Agency
2023-11-14,2023-12-15,London,2874.6504254137753,318,Travel Agency
2023-11-15,2023-12-16,Tokyo,590.5565864851865,319,Mobile App
2023-11-16,2023-12-17,Tokyo,1256.2276172765012,320,Mobile App
2023-11-17,2023-12-18,London,1909.2040381390036,321,Website
2023-11-18,2023-12-19,New York,1847.9098738887496,322,Travel Agency
2023-11-19,2023-12-20,London,2235.6060335700276,323,Travel Agency
2023-11-20,2023-12-21,Paris,778.8596149962323,324,Mobile App
2023-11-21,2023-12-22,New York,2790.3205987022197,325,Mobile App
2023-11-22,2023-12-23,Tokyo,639.2133360200932,326,Mobile App
2023-11-23,2023-12-24,London,1962.686897383713,327,Mobile App
2023-11-24,2023-12-25,Paris,1922.3767789329927,328,Website
2023-11-25,2023-12-26,Paris,1389.4877789631605,329,Travel Agency
2023-11-26,2023-12-27,Tokyo,2216.743803111607,330,Travel Agency
2023-11-27,2023-12-28,Tokyo,1513.06176525465,331,Website
2023-11-28,2023-12-29,London,1071.812507566317,332,Mobile App
2023-11-29,2023-12-30,Tokyo,986.8242280996585,333,Website
2023-11-30,2023-12-31,Sydney,749.632964238474,334,Website
2023-12-01,2024-01-01,New York,2122.224677746087,335,Travel Agency
2023-12-02,2024-01-02,London,709.0711725338837,336,Travel Agency
2023-12-03,2024-01-03,New York,1443.9316647410467,337,Mobile App
2023-12-04,2024-01-04,New York,1610.0918430739346,338,Website
2023-12-05,2024-01-05,Tokyo,2984.8814019178258,339,Website
2023-12-06,2024-01-06,Tokyo,597.1412363035029,340,Mobile App
2023-12-07,2024-01-07,New York,2072.651680530863,341,Website
2023-12-08,2024-01-08,London,1537.1037453211206,342,Website
2023-12-09,2024-01-09,Paris,1264.493096896645,343,Mobile App
2023-12-10,2024-01-10,Paris,1536.029434316916,344,Mobile App
2023-12-11,2024-01-11,Tokyo,1000.0378806625688,345,Website
2023-12-12,2024-01-12,New York,1634.5174823802176,346,Website
2023-12-13,2024-01-13,Sydney,675.4648374566286,347,Travel Agency
2023-12-14,2024-01-14,Sydney,642.0317900455157,348,Travel Agency
2023-12-15,2024-01-15,Paris,2628.075365430302,349,Website
2023-12-16,2024-01-16,London,1252.655801766832,350,Mobile App
2023-12-17,2024-01-17,Sydney,513.3229107474098,351,Website
2023-12-18,2024-01-18,Tokyo,2681.179015189464,352,Travel Agency
2023-12-19,2024-01-19,Paris,2088.994485463662,353,Website
2023-12-20,2024-01-20,Tokyo,2585.447297555029,354,Website
2023-12-21,2024-01-21,New York,2824.893473959609,355,Website
2023-12-22,2024-01-22,Tokyo,1472.7586697247145,356,Website
2023-12-23,2024-01-23,New York,739.7072576449905,357,Travel Agency
2023-12-24,2024-01-24,London,1086.332232787831,358,Mobile App
2023-12-25,2024-01-25,Tokyo,1271.6727477224724,359,Mobile App
2023-12-26,2024-01-26,London,797.8594730365097,360,Travel Agency
2023-12-27,2024-01-27,Sydney,837.3475810739035,361,Travel Agency
2023-12-28,2024-01-28,London,1244.0128202229973,362,Travel Agency
2023-12-29,2024-01-29,Paris,1053.4011483036159,363,Travel Agency
2023-12-30,2024-01-30,Tokyo,536.6792909112579,364,Travel Agency
2023-12-31,2024-01-31,Tokyo,2963.5734029369337,365,Mobile App
2024-01-01,2024-02-01,New York,2317.0307888127527,366,Travel Agency
2024-01-02,2024-02-02,New York,2179.8864307296176,367,Website
2024-01-03,2024-02-03,London,1748.4346699183834,368,Website
2024-01-04,2024-02-04,Paris,980.3038415604735,369,Website
2024-01-05,2024-02-05,Sydney,1841.6935447436897,370,Mobile App
2024-01-06,2024-02-06,London,531.1205344662483,371,Travel Agency
2024-01-07,2024-02-07,London,1823.7441832126995,372,Mobile App
2024-01-08,2024-02-08,Tokyo,2356.0444900457424,373,Travel Agency
2024-01-09,2024-02-09,Paris,2043.109102042126,374,Travel Agency
2024-01-10,2024-02-10,New York,778.7221805403465,375,Website
2024-01-11,2024-02-11,New York,2013.1461053446067,376,Travel Agency
2024-01-12,2024-02-12,New York,2091.4051560544276,377,Mobile App
2024-01-13,2024-02-13,London,1430.4129414389727,378,Travel Agency
2024-01-14,2024-02-14,London,2632.9985210498335,379,Mobile App
2024-01-15,2024-02-15,Sydney,578.8112470705507,380,Travel Agency
2024-01-16,2024-02-16,Tokyo,656.9142727941825,381,Travel Agency
2024-01-17,2024-02-17,Tokyo,2569.7885700175793,382,Mobile App
2024-01-18,2024-02-18,Paris,896.4712193246622,383,Website
2024-01-19,2024-02-19,Paris,1004.5193920549646,384,Website
2024-01-20,2024-02-20,Sydney,2575.4948793290046,385,Mobile App
2024-01-21,2024-02-21,Paris,2748.7780541823936,386,Mobile App
2024-01-22,2024-02-22,London,1575.803193896848,387,Website
2024-01-23,2024-02-23,Sydney,1497.857643957763,388,Travel Agency
2024-01-24,2024-02-24,Tokyo,1817.4713720122836,389,Travel Agency
2024-01-25,2024-02-25,London,2655.3950155440334,390,Travel Agency
2024-01-26,2024-02-26,London,2653.697674155762,391,Website
2024-01-27,2024-02-27,Paris,2790.7115066877686,392,Travel Agency
2024-01-28,2024-02-28,Tokyo,2011.995364690516,393,Travel Agency
2024-01-29,2024-02-29,Paris,2446.0764200883523,394,Website
2024-01-30,2024-03-01,Sydney,1436.6573720749861,395,Travel Agency
2024-01-31,2024-03-02,Sydney,2758.3848729542524,396,Travel Agency
2024-02-01,2024-03-03,Sydney,2956.075353024376,397,Travel Agency
2024-02-02,2024-03-04,Sydney,931.7451929834417,398,Travel Agency
2024-02-03,2024-03-05,London,1772.1115104209052,399,Travel Agency
2024-02-04,2024-03-06,Tokyo,2349.7276368176645,400,Mobile App
2024-02-05,2024-03-07,London,2804.3725248346414,401,Travel Agency
2024-02-06,2024-03-08,Sydney,2955.9500719323855,402,Website
2024-02-07,2024-03-09,New York,1474.2668967455518,403,Travel Agency
2024-02-08,2024-03-10,London,683.188074124743,404,Website
2024-02-09,2024-03-11,Paris,1982.6914519911604,405,Website
2024-02-10,2024-03-12,Tokyo,1734.4024359082987,406,Travel Agency
2024-02-11,2024-03-13,Sydney,1030.5324659029109,407,Website
2024-02-12,2024-03-14,London,832.2802341822709,408,Website
2024-02-13,2024-03-15,New York,1655.0133207742533,409,Travel Agency
2024-02-14,2024-03-16,New York,2025.404580012314,410,Mobile App
2024-02-15,2024-03-17,New York,809.7313972120442,411,Mobile App
2024-02-16,2024-03-18,Sydney,2577.615197345684,412,Mobile App
